Honorific Title,First Name,Last Name,Constituency,Province / Territory,Political Affiliation,Start Date,End Date
,Ted,McWhinney,Vancouver Quadra,British Columbia,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Réal,Ménard,Hochelaga—Maisonneuve,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Paul,Mercier,Terrebonne—Blainville,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Val,Meredith,South Surrey—White Rock—Langley,British Columbia,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Fred,Mifflin,Bonavista—Trinity—Conception,Newfoundland and Labrador,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Peter,Milliken,Kingston and the Islands,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Bob,Mills,Red Deer,Alberta,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Dennis,Mills,Toronto—Danforth,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Maria,Minna,Beaches—East York,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Andy,Mitchell,Parry Sound—Muskoka,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Lee,Morrison,Cypress Hills—Grasslands,Saskatchewan,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Mark,Muise,West Nova,Nova Scotia,PC,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Ian,Murray,Lanark—Carleton,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Lynn,Myers,Waterloo—Wellington,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Robert,Nault,Kenora—Rainy River,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Gilbert,Normand,Bellechasse—Etchemins—Montmagny—L'Islet,Quebec,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,John,Nunziata,York South—Weston,Ontario,Independent,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Lorne,Nystrom,Regina—Qu'Appelle,Saskatchewan,NDP,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Deepak,Obhrai,Calgary East,Alberta,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Lawrence,O'Brien,Labrador,Newfoundland and Labrador,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Pat,O'Brien,London—Fanshawe,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,John,O'Reilly,Haliburton—Victoria—Brock,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Rey,Pagtakhan,Winnipeg North—St. Paul,Manitoba,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Jim,Pankiw,Saskatoon—Humboldt,Saskatchewan,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Denis,Paradis,Brome—Missisquoi,Quebec,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Gilbert,Parent,Niagara Centre,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Carolyn,Parrish,Mississauga Centre,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Bernard,Patry,Pierrefonds—Dollard,Quebec,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Charlie,Penson,Peace River,Alberta,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Janko,Peric,Cambridge,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Gilles-A.,Perron,Rivière-des-Mille-Îles,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Jim,Peterson,Willowdale,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Pierre,Pettigrew,Papineau—Saint-Denis,Quebec,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Beth,Phinney,Hamilton Mountain,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Pauline,Picard,Drummond,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Jerry,Pickard,Chatham—Kent Essex,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Gary,Pillitteri,Niagara Falls,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Louis,Plamondon,Bas-Richelieu—Nicolet—Bécancour,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Charlie,Power,St. John's West,Newfoundland and Labrador,PC,1997-06-02 12:00:00 AM,2000-01-31 12:00:00 AM
Hon.,David,Pratt,Nepean—Carleton,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,David,Price,Compton—Stanstead,Quebec,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Dick,Proctor,Palliser,Saskatchewan,NDP,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,George,Proud,Hillsborough,Prince Edward Island,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Marcel,Proulx,Hull—Aylmer,Quebec,Liberal,1999-11-15 12:00:00 AM,2000-11-26 12:00:00 AM
,Carmen,Provenzano,Sault Ste. Marie,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Jack,Ramsay,Crowfoot,Alberta,Ind. CA,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Karen,Redman,Kitchener Centre,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Julian,Reed,Halton,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,John,Reynolds,West Vancouver—Sunshine Coast,British Columbia,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,John,Richardson,Perth—Middlesex,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Nelson,Riis,"Kamloops, Thompson and Highland Valleys",British Columbia,NDP,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Gerry,Ritz,Battlefords—Lloydminster,Saskatchewan,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Lucienne,Robillard,Westmount—Ville-Marie,Quebec,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Svend,Robinson,Burnaby—Douglas,British Columbia,NDP,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Yves,Rocheleau,Trois-Rivières,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Allan,Rock,Etobicoke Centre,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Jacques,Saada,Brossard—La Prairie,Quebec,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Benoît,Sauvageau,Repentigny,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Werner,Schmidt,Kelowna,British Columbia,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Andy,Scott,Fredericton,New Brunswick,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Mike,Scott,Skeena,British Columbia,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Lou,Sekora,Port Moody—Coquitlam—Port Coquitlam,British Columbia,Liberal,1998-03-30 12:00:00 AM,2000-11-26 12:00:00 AM
,Benoît,Serré,Timiskaming—Cochrane,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Judy A.,Sgro,York West,Ontario,Liberal,1999-11-15 12:00:00 AM,2000-11-26 12:00:00 AM
,Alex,Shepherd,Durham,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Monte,Solberg,Medicine Hat,Alberta,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,John,Solomon,Regina—Lumsden—Lake Centre,Saskatchewan,NDP,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Bob,Speller,Haldimand—Norfolk—Brant,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Brent,St. Denis,Algoma—Manitoulin,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Paul,Steckle,Huron—Bruce,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Christine,Stewart,Northumberland,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Jane,Stewart,Brant,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Caroline,St-Hilaire,Longueuil,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Darrel,Stinson,Okanagan—Shuswap,British Columbia,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Diane,St-Jacques,Shefford,Quebec,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Guy,St-Julien,Abitibi—Baie-James—Nunavik,Quebec,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Peter,Stoffer,Sackville—Musquodoboit Valley—Eastern Shore,Nova Scotia,NDP,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Chuck,Strahl,Fraser Valley,British Columbia,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Paul,Szabo,Mississauga South,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Andrew,Telegdi,Kitchener—Waterloo,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Yolande,Thibeault,Saint-Lambert,Quebec,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Greg,Thompson,New Brunswick Southwest,New Brunswick,PC,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Myron,Thompson,Wild Rose,Alberta,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Paddy,Torsney,Burlington,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Stéphan,Tremblay,Lac-Saint-Jean—Saguenay,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Suzanne,Tremblay,Rimouski-Neigette-et-la Mitis,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Daniel,Turp,Beauharnois—Salaberry,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Rose-Marie,Ur,Lambton—Kent—Middlesex,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Tony,Valeri,Stoney Creek,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Lyle,Vanclief,Prince Edward—Hastings,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Angela,Vautour,Beauséjour—Petitcodiac,New Brunswick,PC,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Maurice,Vellacott,Saskatoon—Wanuskewin,Saskatchewan,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Pierrette,Venne,Saint-Bruno—Saint-Hubert,Quebec,Bloc Québécois,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Joseph,Volpe,Eglinton—Lawrence,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Tom,Wappel,Scarborough Southwest,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Judy,Wasylycia-Leis,Winnipeg North Centre,Manitoba,NDP,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Elsie,Wayne,Saint John,New Brunswick,PC,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Susan,Whelan,Essex,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Randy,White,Langley—Abbotsford,British Columbia,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Ted,White,North Vancouver,British Columbia,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
Hon.,Bryon,Wilfert,Oak Ridges,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,John G.,Williams,St. Albert,Alberta,Canadian Alliance,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
,Bob,Wood,Nipissing,Ontario,Liberal,1997-06-02 12:00:00 AM,2000-11-26 12:00:00 AM
