Honorific Title,First Name,Last Name,Constituency,Province / Territory,Political Affiliation,Start Date,End Date
Hon.,Andy,Mitchell,Parry Sound—Muskoka,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,James,Moore,Port Moody—Coquitlam—Port Coquitlam,British Columbia,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Shawn,Murphy,Hillsborough,Prince Edward Island,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Lynn,Myers,Waterloo—Wellington,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Robert,Nault,Kenora—Rainy River,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Anita,Neville,Winnipeg South Centre,Manitoba,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Gilbert,Normand,Bellechasse—Etchemins—Montmagny—L'Islet,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Lorne,Nystrom,Regina—Qu'Appelle,Saskatchewan,NDP,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Deepak,Obhrai,Calgary East,Alberta,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Lawrence,O'Brien,Labrador,Newfoundland and Labrador,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Pat,O'Brien,London—Fanshawe,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,John,O'Reilly,Haliburton—Victoria—Brock,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Stephen,Owen,Vancouver Quadra,British Columbia,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Massimo,Pacetti,Saint-Léonard—Saint-Michel,Quebec,Liberal,2002-05-13 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Rey,Pagtakhan,Winnipeg North—St. Paul,Manitoba,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Brian,Pallister,Portage—Lisgar,Manitoba,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Jim,Pankiw,Saskatoon—Humboldt,Saskatchewan,Independent,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Pierre,Paquette,Joliette,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Denis,Paradis,Brome—Missisquoi,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Carolyn,Parrish,Mississauga Centre,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Bernard,Patry,Pierrefonds—Dollard,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Charlie,Penson,Peace River,Alberta,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Janko,Peric,Cambridge,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Gilles-A.,Perron,Rivière-des-Mille-Îles,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Joe,Peschisolido,Richmond,British Columbia,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Jim,Peterson,Willowdale,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Pierre,Pettigrew,Papineau—Saint-Denis,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Beth,Phinney,Hamilton Mountain,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Pauline,Picard,Drummond,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Jerry,Pickard,Chatham—Kent Essex,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Gary,Pillitteri,Niagara Falls,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Louis,Plamondon,Bas-Richelieu—Nicolet—Bécancour,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,David,Pratt,Nepean—Carleton,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,David,Price,Compton—Stanstead,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Dick,Proctor,Palliser,Saskatchewan,NDP,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Marcel,Proulx,Hull—Aylmer,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Carmen,Provenzano,Sault Ste. Marie,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,James,Rajotte,Edmonton Southwest,Alberta,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Karen,Redman,Kitchener Centre,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Julian,Reed,Halton,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Geoff,Regan,Halifax West,Nova Scotia,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Scott,Reid,Lanark—Carleton,Ontario,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,John,Reynolds,West Vancouver—Sunshine Coast,British Columbia,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,John,Richardson,Perth—Middlesex,Ontario,Liberal,2000-11-27 12:00:00 AM,2002-10-11 12:00:00 AM
Hon.,Gerry,Ritz,Battlefords—Lloydminster,Saskatchewan,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Lucienne,Robillard,Westmount—Ville-Marie,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Svend,Robinson,Burnaby—Douglas,British Columbia,NDP,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Yves,Rocheleau,Trois-Rivières,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Allan,Rock,Etobicoke Centre,Ontario,Liberal,2000-11-27 12:00:00 AM,2003-12-12 11:59:59 PM
,Jean-Yves,Roy,Matapédia—Matane,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Jacques,Saada,Brossard—La Prairie,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Benoît,Sauvageau,Repentigny,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Andy,Savoy,Tobique—Mactaquac,New Brunswick,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Gary,Schellenberger,Perth—Middlesex,Ontario,Conservative,2003-05-12 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Hélène,Scherrer,Louis-Hébert,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Werner,Schmidt,Kelowna,British Columbia,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Andy,Scott,Fredericton,New Brunswick,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Benoît,Serré,Timiskaming—Cochrane,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Judy A.,Sgro,York West,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Alex,Shepherd,Durham,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Raymond,Simard,Saint Boniface,Manitoba,Liberal,2002-05-13 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Carol,Skelton,Saskatoon—Rosetown—Biggar,Saskatchewan,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Monte,Solberg,Medicine Hat,Alberta,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Kevin,Sorenson,Crowfoot,Alberta,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Bob,Speller,Haldimand—Norfolk—Brant,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Larry,Spencer,Regina—Lumsden—Lake Centre,Saskatchewan,Independent,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Brent,St. Denis,Algoma—Manitoulin,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Paul,Steckle,Huron—Bruce,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Jane,Stewart,Brant,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Caroline,St-Hilaire,Longueuil,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Darrel,Stinson,Okanagan—Shuswap,British Columbia,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Diane,St-Jacques,Shefford,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Guy,St-Julien,Abitibi—Baie-James—Nunavik,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Peter,Stoffer,Sackville—Musquodoboit Valley—Eastern Shore,Nova Scotia,NDP,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Chuck,Strahl,Fraser Valley,British Columbia,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Paul,Szabo,Mississauga South,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Andrew,Telegdi,Kitchener—Waterloo,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Robert,Thibault,West Nova,Nova Scotia,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Yolande,Thibeault,Saint-Lambert,Quebec,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Greg,Thompson,New Brunswick Southwest,New Brunswick,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Myron,Thompson,Wild Rose,Alberta,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Tony,Tirabassi,Niagara Centre,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Brian,Tobin,Bonavista—Trinity—Conception,Newfoundland and Labrador,Liberal,2000-11-27 12:00:00 AM,2002-01-25 12:00:00 AM
Hon.,Vic,Toews,Provencher,Manitoba,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Alan,Tonks,York South—Weston,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Paddy,Torsney,Burlington,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Stéphan,Tremblay,Lac-Saint-Jean—Saguenay,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2002-05-07 12:00:00 AM
,Suzanne,Tremblay,Rimouski-Neigette-et-la Mitis,Quebec,Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Rose-Marie,Ur,Lambton—Kent—Middlesex,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Tony,Valeri,Stoney Creek,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Lyle,Vanclief,Prince Edward—Hastings,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Maurice,Vellacott,Saskatoon—Wanuskewin,Saskatchewan,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Pierrette,Venne,Saint-Bruno—Saint-Hubert,Quebec,Independent Bloc Québécois,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Joseph,Volpe,Eglinton—Lawrence,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Tom,Wappel,Scarborough Southwest,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Judy,Wasylycia-Leis,Winnipeg North Centre,Manitoba,NDP,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Elsie,Wayne,Saint John,New Brunswick,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Susan,Whelan,Essex,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Randy,White,Langley—Abbotsford,British Columbia,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Ted,White,North Vancouver,British Columbia,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Bryon,Wilfert,Oak Ridges,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,John G.,Williams,St. Albert,Alberta,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
,Bob,Wood,Nipissing,Ontario,Liberal,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
Hon.,Lynne,Yelich,Blackstrap,Saskatchewan,Conservative,2000-11-27 12:00:00 AM,2004-06-27 11:59:59 PM
