Honorific Title,First Name,Last Name,Constituency,Province / Territory,Political Affiliation,Start Date,End Date
Hon.,James,Moore,Port Moody—Westwood—Port Coquitlam,British Columbia,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Rob,Moore,Fundy Royal,New Brunswick,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Maria,Mourani,Ahuntsic,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Thomas,Mulcair,Outremont,Quebec,NDP,2007-09-17 12:00:00 AM,2008-10-13 11:59:59 PM
,Brian,Murphy,Moncton—Riverview—Dieppe,New Brunswick,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Shawn,Murphy,Charlottetown,Prince Edward Island,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Joyce,Murray,Vancouver Quadra,British Columbia,Liberal,2008-03-17 12:00:00 AM,2008-10-13 11:59:59 PM
,Richard,Nadeau,Gatineau,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Peggy,Nash,Parkdale—High Park,Ontario,NDP,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Anita,Neville,Winnipeg South Centre,Manitoba,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Rob,Nicholson,Niagara Falls,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Rick,Norlock,Northumberland—Quinte West,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Deepak,Obhrai,Calgary East,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Gordon,O'Connor,Carleton—Mississippi Mills,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Bev,Oda,Durham,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Christian,Ouellet,Brome—Missisquoi,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Stephen,Owen,Vancouver Quadra,British Columbia,Liberal,2006-01-23 12:00:00 AM,2007-07-27 11:59:59 PM
,Massimo,Pacetti,Saint-Léonard—Saint-Michel,Quebec,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Brian,Pallister,Portage—Lisgar,Manitoba,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Pierre,Paquette,Joliette,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Christian,Paradis,Mégantic—L'Érable,Quebec,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Bernard,Patry,Pierrefonds—Dollard,Quebec,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Glen,Pearson,London North Centre,Ontario,Liberal,2006-11-27 12:00:00 AM,2008-10-13 11:59:59 PM
,Gilles-A.,Perron,Rivière-des-Mille-Îles,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Jim,Peterson,Willowdale,Ontario,Liberal,2006-01-23 12:00:00 AM,2007-07-12 11:59:59 PM
,Daniel,Petit,Charlesbourg—Haute-Saint-Charles,Quebec,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Pauline,Picard,Drummond,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Louis,Plamondon,Bas-Richelieu—Nicolet—Bécancour,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Pierre,Poilievre,Nepean—Carleton,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Jim,Prentice,Calgary Centre-North,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Joe,Preston,Elgin—Middlesex—London,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Penny,Priddy,Surrey North,British Columbia,NDP,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Marcel,Proulx,Hull—Aylmer,Quebec,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Bob,Rae,Toronto Centre,Ontario,Liberal,2008-03-17 12:00:00 AM,2008-10-13 11:59:59 PM
,James,Rajotte,Edmonton—Leduc,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Yasmin,Ratansi,Don Valley East,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Karen,Redman,Kitchener Centre,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Geoff,Regan,Halifax West,Nova Scotia,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Scott,Reid,Lanark—Frontenac—Lennox and Addington,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Lee,Richardson,Calgary Centre,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Gerry,Ritz,Battlefords—Lloydminster,Saskatchewan,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Lucienne,Robillard,Westmount—Ville-Marie,Quebec,Liberal,2006-01-23 12:00:00 AM,2008-01-25 11:59:59 PM
,Pablo,Rodriguez,Honoré-Mercier,Quebec,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Anthony,Rota,Nipissing—Timiskaming,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Jean-Yves,Roy,Haute-Gaspésie—La Mitis—Matane—Matapédia,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Todd,Russell,Labrador,Newfoundland and Labrador,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Benoît,Sauvageau,Repentigny,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2006-08-28 11:59:59 PM
,Michael,Savage,Dartmouth—Cole Harbour,Nova Scotia,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Denise,Savoie,Victoria,British Columbia,NDP,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Francis,Scarpaleggia,Lac-Saint-Louis,Quebec,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Andrew,Scheer,Regina—Qu'Appelle,Saskatchewan,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Gary,Schellenberger,Perth—Wellington,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Andy,Scott,Fredericton,New Brunswick,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Judy A.,Sgro,York West,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Bev,Shipley,Lambton—Kent—Middlesex,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Bill,Siksay,Burnaby—Douglas,British Columbia,NDP,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Mario,Silva,Davenport,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Raymond,Simard,Saint Boniface,Manitoba,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Scott,Simms,Bonavista—Gander—Grand Falls—Windsor,Newfoundland and Labrador,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Carol,Skelton,Saskatoon—Rosetown—Biggar,Saskatchewan,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Joy,Smith,Kildonan—St. Paul,Manitoba,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Monte,Solberg,Medicine Hat,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Kevin,Sorenson,Crowfoot,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Lloyd,St. Amand,Brant,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Brent,St. Denis,Algoma—Manitoulin—Kapuskasing,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Bruce,Stanton,Simcoe North,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Thierry,St-Cyr,Jeanne-Le Ber,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Paul,Steckle,Huron—Bruce,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Caroline,St-Hilaire,Longueuil—Pierre-Boucher,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Peter,Stoffer,Sackville—Eastern Shore,Nova Scotia,NDP,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Brian,Storseth,Westlock—St. Paul,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Chuck,Strahl,Chilliwack—Fraser Canyon,British Columbia,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Belinda,Stronach,Newmarket—Aurora,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,David,Sweet,Ancaster—Dundas—Flamborough—Westdale,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Paul,Szabo,Mississauga South,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Andrew,Telegdi,Kitchener—Waterloo,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Lui,Temelkovski,Oak Ridges—Markham,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Ève-Mary Thaï,Thi Lac,Saint-Hyacinthe—Bagot,Quebec,Bloc Québécois,2007-09-17 12:00:00 AM,2008-10-13 11:59:59 PM
,Louise,Thibault,Rimouski-Neigette—Témiscouata—Les Basques,Quebec,Independent,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Robert,Thibault,West Nova,Nova Scotia,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Greg,Thompson,New Brunswick Southwest,New Brunswick,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Myron,Thompson,Wild Rose,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,David,Tilson,Dufferin—Caledon,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Vic,Toews,Provencher,Manitoba,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Alan,Tonks,York South—Weston,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Brad,Trost,Saskatoon—Humboldt,Saskatchewan,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Garth,Turner,Halton,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Merv,Tweed,Brandon—Souris,Manitoba,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Roger,Valley,Kenora,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Dave,Van Kesteren,Chatham-Kent—Essex,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Peter,Van Loan,York—Simcoe,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Maurice,Vellacott,Saskatoon—Wanuskewin,Saskatchewan,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Josée,Verner,Louis-Saint-Laurent,Quebec,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Robert,Vincent,Shefford,Quebec,Bloc Québécois,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Joseph,Volpe,Eglinton—Lawrence,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Mike,Wallace,Burlington,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Tom,Wappel,Scarborough Southwest,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Mark,Warawa,Langley,British Columbia,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Chris,Warkentin,Peace River,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Judy,Wasylycia-Leis,Winnipeg North,Manitoba,NDP,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Jeff,Watson,Essex,Ontario,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Bryon,Wilfert,Richmond Hill,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,John G.,Williams,Edmonton—St. Albert,Alberta,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Blair,Wilson,West Vancouver—Sunshine Coast—Sea to Sky Country,British Columbia,Green Party,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Borys,Wrzesnewskyj,Etobicoke Centre,Ontario,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
Hon.,Lynne,Yelich,Blackstrap,Saskatchewan,Conservative,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
,Paul,Zed,Saint John,New Brunswick,Liberal,2006-01-23 12:00:00 AM,2008-10-13 11:59:59 PM
